,query,concluded,relevant_results
4764,Sangramento anormal do útero ou da vagina,False,
4765,dupuytren,False,
4766,retenção de liquido,False,
4767,Renovação de medicação,False,
4768,biológica,False,
4769,urticária,False,
4770,bolcio coloide,False,
4771,cid dor abdominal,False,
4772,medo dst,False,
4773,h540,False,
4774,concentrar,False,
4775,sudorese noturna,False,
4776,Lipoproteína,False,
4777,divorcio,False,
4778,z296,False,
4779,risco ist,False,
4780,pé/,False,
4781,septo nasal,False,
4782,adesão,False,
4783,incontinência,False,
4784,Violencia,False,
4785,Medo has,False,
4786,dermatite,False,
4787,relacionamento,False,
4788,verruga ,False,
4789,suor noturno,False,
4790,t07,False,
4791,F02,False,
4792,Luto,False,
4793,escape menstrual,False,
4794,contato com doença sexualmente transmissível,False,
4795,dor na coxa,False,
4796,ciatalgia,False,
4797,agranulocitose,False,
4798,rotina,False,
4799,hipertensão,False,
4800,s98,False,
4801,s15,False,
4802,video game,False,
4803,les!,False,
4804,Colica abdominal,False,
4805,Exame preventivi,False,
4806,exame rastreio,False,
4807,espasmo ocular,False,
4808,infeccao por coronavirus,False,
4809,funcao renal,False,
4810,INDIGESTÃO,False,
4811,inserção diu,False,
4812,Nódulo tireoide cid,False,
4813,calculo renal,False,
4814,pressao alterada,False,
4815,Vaginite/vulvite NE,False,
4816,atrofia vaginal,False,
4817,TRANSTORNO DE HUMOR MISTO,False,
4818,pré diabetes,False,
4819,CID E038 Outros hipotireoidismos especificados,False,
4820,Problema familiar,False,
4821,artrose tornozelo,False,
4822,Importância do consumo da mídia estando em movimento,False,
4823,A80,False,
4824,mebros,False,
4825,dor em mandibula,False,
4826,verruga no rosto,False,
4827,prescrição,False,
4828,linfonbodos,False,
4829,d,False,
4830,DOR JOELHO,False,
4831,laqueadura,False,
4832,alteração congenita do pe,False,
4833,perder peso,False,
4834,bartholinite,False,
4835,pr[e diabetes,False,
4836,vaginose bacteriana,False,
4837,"CID A63 Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte",False,
4838,coração,False,
4839,Medo de doença sexualmente transmissão,False,
4840,adesao ao regime terapeutic,False,
4841,pa alterada,False,
4842,corte,False,
4843,falta de concentração,False,
4844,defciti de atenção,False,
4845,polipo endometrial,False,
4846,exercício físico,False,
4847,renal,False,
4848,f02,False,
4849,FADIGA,False,
4850,nutrição,False,
4851,Gonorreia,False,
4852,eletrolitico,False,
4853,A27respiração,False,
4854,altura,False,
4855,TESTICULO,False,
4856,bipolar,False,
4857,esofagite eosinofílica,False,
4858,sacroiliaca,False,
4859,desidrose,False,
4860,Hematoma subcorionico,False,
4861,seca,False,
4862,Obesidade,False,
4863,dor precordial,False,
4864,achado incidental no fígado,False,
4865,e03,False,
4866,inseto,False,
4867,má alimentação,False,
4868,Emagrecimento,False,
4869,s04,False,
4870,gay,False,
4871,caimbra,False,
4872,estenose ureter,False,
4873,Celíaca ,False,
4874,concentração ,False,
4875,dor para urinar,False,
4876,Lombialgia,False,
4877,efeitos adversos estatinas,False,
4878,aumento frequencia urinaria,False,
4879,n03,False,
4880,pata de ganso,False,
4881,colica menstrual,False,
4882,Esquecimento,False,
4883,infação de pele,False,
4884,ictericia,False,
4885,micose na unha,False,
4886,erro alimentar,False,
4887,retardo mental,False,
4888,fr,False,
4889,y9,False,
4890,palpitaçãoi,False,
4891,Inchaço,False,
4892,i10,False,
4893,blefarite,False,
4894,CID-10 R10.0,False,
4895,adenoma tubular,False,
4896,"febre, tosse e diarreia",False,
4897,CID F340 Ciclotimia,False,
4898,Corte,False,
4899,risco de gravidez,False,
4900,granuloma,False,
4901,virus sincicial respiratório,False,
4902,irritável,False,
4903,Dor no pé,False,
4904,risco para doença,False,
4905,uriunr,False,
4906,batedeira,False,
4907,Esquizofrenia ,False,
4908,asma,False,
4909,-32,False,
4910,cronica,False,
4911,sjogren,False,
4912,glicemia alterada,False,
4913,ver exame,False,
4914,erupção cutanea,False,
4915,infacção das vias aereas,False,
4916,Polifarmácia,False,
4917,hipermenorreia,False,
4918,leucodermia solar,False,
4919,ginecologica,False,
4920,sintoma na unha,False,
4921,litiase renal,False,
4922,abdominal pain,False,
4923,sinais testículo,False,
4924,f90,False,
4925,-,False,
4926,Puerperio ,False,
4927,ex,False,
4928,dislexia e alexia,False,
4929,pontadas,False,
4930,Sinais/sintomas vagina,False,
4931,pólipo no esômago,False,
4932,educaçao,False,
4933,adenomegalia,False,
4934,dor de barriga ,False,
4935,acumulação,False,
4936,Ruptura traumática de ligamento(s) do punho e do carpo,False,
4937,Endometriose,False,
4938,dor localizada,False,
4939,Dheg ,False,
4940,assad,False,
4941,fratura exposta de tíbia,False,
4942,QUEDA da escada,False,
4943,pélvica,False,
4944,retenção de líquido,False,
4945,preocupação com fígado,False,
4946,B99,False,
4947,exames alterados,False,
4948,acrocordon,False,
4949,revascularização cardiaca,False,
4950,Dor no olho ,False,
4951,anemia de doença cronica,False,
4952,lesao perna,False,
4953,Déficit no processamento auditivo,False,
4954,dermatofito,False,
4955,fertilidade,False,
4956,MANCHAS,False,
4957,arterial periferi,False,
4958,Ciclo de vida,False,
4959,mordida de inseto,False,
4960,"tosse, febre e falta de ar, dor de barriga, dor no pé",False,
4961,dermatomiosite,False,
4962,nódulo hepático,False,
4963,cansaço nas pernas,False,
4964,exame criança,False,
4965,w03,False,
4966,ulcera duodenal,False,
4967,temperat,False,
4968,DISTURBIOS DA VOZ,False,
4969,cisto sebáceo,False,
4970,proteinuria,False,
4971,Paroníquia ,False,
4972,hipotireoidismo pós cirurgia,False,
4973,nodulo,False,
4974,infecção trato urinario,False,
4975,Carta,False,
4976,trombose venosa central cerebral,False,
4977,linguage,False,
4978,sedentário,False,
4979,abuso de álcool,False,
4980,Dor Inguinal,False,
4981,parurese,False,
4982,hemorragia vaginal,False,
4983,entorse de tornozelo,False,
4984,abuso medicamentos,False,
4985,candidíase,False,
4986,problema z,False,
4987,alteração em exame,False,
4988,Cefalei,False,
4989,atenção,False,
4990,sangramento gengiva,False,
4991,ardencia urinar,False,
4992,Tuberculose ,False,
4993,Hiperglicemia,False,
4994,presenca protese mamaria,False,
4995,conflito,False,
4996,nodulo pele,False,
4997,convulsao,False,
4998,sintomas respiratorios,False,
4999,abaulamento no anus,False,
5000,rotura de ligamento de joelho,False,
5001,aneurisma,False,
5002,A84,False,
5003,mau hálito,False,
5004,dores abdominais,False,
5005,relatório de saúde mental,False,
5006,pum,False,
5007,herpes labial,False,
5008,Colite,False,
5009,Hipertensao,False,
5010,Colocação e ajustamento de óculos e lentes de contato,False,
5011,desânimo,False,
5012,lesão dedo,False,
5013,pólipo vesícula\,False,
5014,CID R635 Ganho de peso anormal,False,
5015,l05,False,
5016,Digestivo,False,
5017,neurologica,False,
5018,úlcera na boca,False,
5019,síndrome cocket,False,
5020,Aumento do apetite,False,
5021,Herpes,False,
5022,ÓCULOS,False,
5023,psoas,False,
5024,hipotireoid,False,
5025,dor joelho,False,
5026,L81 Outros transtornos de pigmentação,False,
5027,dheg,False,
5028,lesão na pele do pé,False,
5029,cistos ovarianos,False,
5030,mancha hiperpigmentada,False,
5031,medo de gra,False,
5032,dor pelvica,False,
5033,dúvidas sobre gravidez,False,
5034,F29,False,
5035,onbro,False,
5036,z292,False,
5037,herpes,False,
5038,síndrome de Cockett ,False,
5039,cadeirante,False,
5040,risco,False,
5041,neoplasiamama,False,
5042,medo de ca,False,
5043,Pre natal,False,
5044,gastrointestinal,False,
5045,Sinais e sintomas da pele,False,
5046,Administrativo ,False,
5047,versicolor,False,
5048,alteração nas fezes,False,
5049,ovário,False,
5050,Medicação,False,
5051,CID K076,False,
5052,tpm,False,
5053,diabetes insulino dependente,False,
5054,saf,False,
5055,investigação cardiaca,False,
5056,a85,False,
5057,risco quadril,False,
5058,alodinia,False,
5059,escape de urina,False,
5060,p50,False,
5061,edema em labio,False,
5062,esquecimento,False,
5063,pelo encravado,False,
5064,Migranea ,False,
5065,cancro duro,False,
5066,dor crescimento,False,
5067,temporo mandibular,False,
5068,solicitação de exame,False,
5069,Intestino irritável,False,
5070,resistência insulínica,False,
5071,a03,False,
5072,escara,False,
5073,Bartholinite,False,
5074,Deformidade em varo não classificada em outra parte,False,
5075,hemoglobina glicada,False,
5076,R99,False,
5077,pessoa trans,False,
5078,atras da cabeça,False,
5079,preocupação criança,False,
5080,mudança dos hábitos,False,
5081,sudorese,False,
5082,descarga papilar mama,False,
5083,DEISCENCIA FERIDA OPERATÓRIA,False,
5084,cãibras nas pernas,False,
5085,confusão,False,
5086,questão sobre gravidez,False,
5087,Adenoma colon,False,
5088,tumoração no pescoço,False,
5089,fratura perna,False,
5090,obstrução arterial periférica,False,
5091,vasectomia,False,
5092,distensão muscular,False,
5093,insônia,False,
5094,tinea,False,
5095,PLANEJAMENTO FAMILIAR,False,
5096,dor ouvido,False,
5097,gastrite crônica atrófica,False,
5098,gelado,False,
5099,labio,False,
5100,"tosse, febre, dispneia",False,
5101,dor nas costas,False,
5102,diastese de reto abdopminal,False,
5103,qwerqwerq,False,
5104,risco para doenã,False,
5105,indigestão,False,
5106,angiolipoma,False,
5107,hematoma unha,False,
5108,tendinite triceps,False,
5109,bruximos,False,
5110,Oxiurus ,False,
5111,transtorno depressivo,False,
5112,"""a98""",False,
5113,precordialgia,False,
5114,Z298,False,
5115,Pé diabético ,False,
5116,câncer de Pâncreas,False,
5117,refluxo gastroesofágico,False,
5118,atençao,False,
5119,ruptura tendao,False,
5120,adenoma de papila de vater,False,
5121,exame uterino,False,
5122,ANGINA INSTÁVEL,False,
5123,sinais e sintomas dos pes,False,
5124,contraindicado,False,
5125,y,False,
5126,piercing inflamado,False,
5127,barriga,False,
5128,RESULTADO DE EXAME,False,
5129,chorosa,False,
5130,Transtornos femuropatelares,False,
5131,flanco,False,
5132,fratura clavicula,False,
5133,sopro cardiaco,False,
5134,s82,False,
5135,FREIO LINGUAL,False,
5136,amebiase,False,
5137,lesaono penis,False,
5138,arbovir,False,
5139,lesao em boca,False,
5140,"a98, a99, a45",False,
5141,artropatia psoriásica,False,
5142,manchas vermelhas,False,
5143,Vomitos,False,
5144,ouvido entupido,False,
5145,sintomas anus,False,
5146,comportamento adulto,False,
5147,s08,False,
5148,Anticoncepçaão,False,
5149,perda de consciência,False,
5150,linfonodos aumentados,False,
5151,CID K076 Transtornos da articulação temporomandibular,False,
5152,cisto mucinoso,False,
5153,hiperplasia prostat,False,
5154,psicologo,False,
5155,acidente vascular cerebral,False,
5156,cutícula da unha,False,
5157,quadril ,False,
5158,e050,False,
5159,lábios secos,False,
5160,síndrome de Corquett,False,
5161,estalo na mandíbula,False,
5162,hipertrofia de tonsila palatina,False,
5163,evacuação,False,
5164,cancer,False,
5165,amigdalite recorrente,False,
5166,abuso cafeina,False,
5167,Exame microbiológico/imunológico,False,
5168,atestado,False,
5169,Úlcera de pressão,False,
5170,dislip,False,
5171,dúvida medicamentosa,False,
5172,trauma do pe,False,
5173,"n01, d20, t05",False,
5174,Equimose ,False,
5175,agressao,False,
5176,questões administrativas,False,
5177,F71,False,
5178,choque elétricop,False,
5179,gordura no fígado,False,
5180,tem pressao alta,False,
5181,Dpoc,False,
5182,i451,False,
5183,nodulos mama,False,
5184,criança febre vomito,False,
5185,Prurido,False,
5186,lesao de pele,False,
5187,etilismo,False,
5188,pré-síncope,False,
5189,dermatite ocre,False,
5190,septoplastia,False,
5191,cirurgia,False,
5192,f32,False,
5193,urinário,False,
5194,"Tumefação, massa ou tumoração localizadas de membro superior",False,
5195,disfonia,False,
5196,S10,False,
5197,faltas,False,
5198,braços,False,
5199,Exegese de nevo,False,
5200,dor abdominal bem localizada,False,
5201,preferecia,False,
5202,dor perna,False,
5203,pustula,False,
5204,obsessões,False,
5205,cefaleia tensional,False,
5206,medo de alergia,False,
5207,Filho usando drogas,False,
5208,candidíase ,False,
5209,ASSADURA,False,
5210,U04,False,
5211,envenenamento,False,
5212,Relação sexual desprotegido,False,
5213,baixo peso,False,
5214,resultado de exmae,False,
5215,luxação da rótula,False,
5216,veia pulsando na cabeça,False,
5217,dúvida de saúde,False,
5218,elevação de transaminases,False,
5219,gastroplastia,False,
5220,sofrimento por diagnostico HIV,False,
5221,fobia social,False,
5222,lesão,False,
5223,nevo cutâneo,False,
5224,picadura de inseto,False,
5225,dor peito bateu,False,
5226,coleta papa,False,
5227,mal esta,False,
5228,seguimento pós,False,
5229,doença isquemica,False,
5230,leite,False,
5231,risco anemia ferropriva,False,
5232,sinais e sintomas das mãos,False,
5233,ferimento pé,False,
5234,expectativa por tratamento,False,
5235,anciedade,False,
5236,atraso vacina,False,
5237,medo doença respiratória,False,
5238,alteração exame tireoide,False,
5239,Cefaleia na gestação ,False,
5240,fratura do femur,False,
5241,TRAUMA NA MÃO,False,
5242,renovação receita,False,
5243,cancer ovario,False,
5244,deficit atenção,False,
5245,cólica recem nascido,False,
5246,DESVIO DE SEPTO,False,
5247,pelvica ,False,
5248,-45,False,
5249,"dor de barriga, náusea e diarreia",False,
5250,dor irradiada para a perna,False,
5251,ardencia urinaria,False,
5252,lesão em orelha,False,
5253,hérnia inguinal,False,
5254,S07,False,
5255,teste do pezinho alterado,False,
5256,rim ferradura,False,
5257,pontada,False,
5258,dor abdominal flanco,False,
5259,insonia ,False,
5260,deficiencia vitaminca,False,
5261,DOR NO JOELHO,False,
5262,Nausea,False,
5263,dor abdominal,False,
5264,h pylori,False,
5265,Ear,False,
5266,perturbações psicológicas,False,
5267,cefaleia,False,
5268,Sinais e sintomas do pé,False,
5269,rash cutâneo,False,
5270,Gripe,False,
5271,dor de cabeça ,False,
5272,rompimento do ligamento do joelho,False,
5273,alteração gastroinstestinal,False,
5274,Otalgia,False,
5275,desejo de engrqavidar,False,
5276,investigação de problema urinario,False,
5277,Conselho,False,
5278,tristeza,False,
5279,mostrar exame,False,
5280,X29,False,
5281,dor tornozel,False,
5282,próstata incerto,False,
5283,cisto aracnoide,False,
5284,vagionose,False,
5285,divórcio,False,
5286,poliqueixa,False,
5287,Autismo,False,
5288,Pele ressecada,False,
5289,coleta swab,False,
5290,CID M626 Distensão muscular,False,
5291,constrangimento,False,
5292,k13,False,
5293,articulação temporomandibular,False,
5294,fratura ttibia,False,
5295,medicação,False,
5296,incontinencia fecal,False,
5297,infecção de pele,False,
5298,medo de hpv,False,
5299,f17,False,
5300,DOR EM MEMBRO,False,
5301,ferida panturrilha,False,
5302,sintomas sem explicação,False,
5303,P03,False,
5304,cotovelo,False,
5305,retardo,False,
5306,ABORTO,False,
5307,Preocupação com doença,False,
5308,alergia,False,
5309,Atraso no desenvolvimento psicomotor,False,
5310,hipermetropia,False,
5311,hipoglicemia,False,
5312,dificuldade de fala,False,
5313,K01,False,
5314,Informações,False,
5315,dismenorreia ,False,
5316,fertilizção,False,
5317,cistos ovários,False,
5318,cor diferente de urina,False,
5319,cólica,False,
5320,do toracia,False,
5321,barriga dor,False,
5322,dor toracica,False,
5323,nódulo sólido rim,False,
5324,sintomas menopausa,False,
5325,Drge,False,
5326,menstru,False,
5327,sequela,False,
5328,Membrana Neovascular Subretiniana (MNVSR),False,
5329,rim único,False,
5330,dor muscular ,False,
5331,escuta,False,
5332,dificuldade escolar,False,
5333,pancreas ectopico,False,
5334,suspeita gravidez,False,
5335,CRIANÇA,False,
5336,dor anus,False,
5337,Dor lombar,False,
5338,degeneração gordurosa do fígado,False,
5339,picada inseto,False,
5340,melanoma in situ,False,
5341,ferimento,False,
5342,dor no estomago,False,
5343,Medo de doença cardiovascular,False,
5344,Dor crônica ,False,
5345,história pessoal de aborto de primeiro trimestre,False,
5346,tireoide congênito,False,
5347,SÍNDROME DOS OVARIOS POLICISTICOS,False,
5348,deformidade articular,False,
5349,Vontade de comer doce,False,
5350,vdrl,False,
5351,CID R10.0,False,
5352,Escolar,False,
5353,Lipídios  metabolismo,False,
5354,hipotireoidismo ,False,
5355,medir pressão arterial,False,
5356,lkn,False,
5357,A87,False,
5358,ansiedade e depressão,False,
5359,disturbio de atm,False,
5360,candid,False,
5361,tendinite,False,
5362,dúvida sobre exame,False,
5363,poliartralgia,False,
5364,arranhadura,False,
5365,prurido ,False,
5366,ALOPECIA ANDROGENETICA,False,
5367,negacionismo,False,
5368,dor no ânus,False,
5369,afogamento,False,
5370,bursite trocantérica,False,
5371,DOR NA COLUNA,False,
